captured_at,story_id,rank,title,score,comments
2026-06-11T21:32:26.598159+00:00,48496539,14,"Show HN: FablePool – pool money behind a prompt, and Fable builds it in public",4,0
2026-06-11T21:32:26.598159+00:00,48487029,15,Pokémon Go Scans Trained the Navigation Tech for Military Drones,664,302
2026-06-11T21:32:26.598159+00:00,48489917,16,Open Reproduction of DeepSeek-R1,174,16
2026-06-11T21:32:26.598159+00:00,48489402,17,Lines of code got a better publicist,327,221
2026-06-11T21:32:26.598159+00:00,48479996,18,The Dynamo and the Computer: The Modern Productivity Paradox (1989) [pdf],33,3
2026-06-11T21:32:26.598159+00:00,48492306,19,Solar generates more energy in US than coal for first time,351,166
2026-06-11T21:32:26.598159+00:00,48492210,20,Claude Fable 5: mid-tier results on coding tasks,129,47
2026-06-11T21:32:26.598159+00:00,48493564,21,Apple didn't revolutionize power supplies; new transistors did (2012),39,4
2026-06-11T21:32:26.598159+00:00,48428959,22,Discovery of Cold War-era rare Eastern Bloc computers in a German hangar,76,17
2026-06-11T21:32:26.598159+00:00,48493447,23,Building agents without harness engineering,21,11
2026-06-11T21:32:26.598159+00:00,48476214,24,Fully autonomous drones have killed human soldiers for the first time,158,124
2026-06-11T21:32:26.598159+00:00,48496250,25,Show HN: Boo – screen-style terminal multiplexer built on libghostty,6,0
2026-06-11T21:32:26.598159+00:00,48491486,26,FPS.cob: A first person shooter in COBOL,82,52
2026-06-11T21:32:26.598159+00:00,48468495,27,Programming a GBA Game on an iPhone,33,5
2026-06-11T21:32:26.598159+00:00,48462928,28,"Show HN: Claw Patrol, a security firewall for agents",69,24
2026-06-11T21:32:26.598159+00:00,48495197,29,Who Runs the Ransomware Group 'The Gentlemen?',28,1
2026-06-11T21:32:26.598159+00:00,48442880,30,Doing nothing at work,298,101
2026-06-11T21:32:26.598159+00:00,48433351,31,A new era for software testing,94,35
2026-06-11T21:32:26.598159+00:00,48452174,32,Pozzo: A Fast Lucky Number Checker,12,1
2026-06-11T21:32:26.598159+00:00,48451013,33,SVG-Line: Better Status Bars for Emacs – Charlie Holland's Blog,74,4
2026-06-11T21:32:26.598159+00:00,48494428,34,Why your asthma inhaler is so expensive (in the US),12,3
2026-06-11T21:32:26.598159+00:00,48490715,35,"Nextcloud Hub 26 Spring: Built together, designed for the future",113,84
2026-06-11T21:32:26.598159+00:00,48456279,36,Queues Don't Fix Overload (2014),55,29
2026-06-11T21:32:26.598159+00:00,48495383,37,"Ivanti Sentry pre-auth RCE (CVE-2026-10520) – CVSS 10.0, public PoC, CISA KEV",6,0
2026-06-11T21:32:26.598159+00:00,48490532,38,MapComplete: Maps about various topics which you can contribute to,174,39
2026-06-11T21:32:26.598159+00:00,48446673,39,How Terry Tao became an evangelist for AI in math,95,70
2026-06-11T21:32:26.598159+00:00,48477208,40,"Spoiling Linux Kernel with ""sanctioned"" code",93,28
2026-06-11T21:32:26.598159+00:00,48488901,41,Global population movements from 1990 to 2023,88,83
2026-06-11T21:32:26.598159+00:00,48489229,42,Anthropic apologizes for invisible Claude Fable guardrails,223,252
2026-06-11T21:32:26.598159+00:00,48487897,43,Web Browsers on Video Game Consoles,151,74
2026-06-11T21:32:26.598159+00:00,48466488,44,Ask HN: Favorite text heavy blogs that are a joy to read?,71,21
2026-06-11T21:32:26.598159+00:00,48486484,45,Show HN: I built a Red Flag Warning zone-check tool for the East Bay in 48h,8,1
2026-06-11T21:32:26.598159+00:00,48483579,46,"Show HN: Nuts – pip/NPM for Java with first-class workspaces, JDK provisioning",3,0
2026-06-11T21:32:26.598159+00:00,48486486,47,OpenAI mulls slashing prices as it competes with Anthropic for users,102,114
2026-06-11T21:32:26.598159+00:00,48495443,48,The three lines of CSS that saved me 40kb and might do the same for you,8,1
2026-06-11T21:32:26.598159+00:00,48461635,49,Build a Basic AI Agent from Scratch: Long Task Planning,120,47
2026-06-11T21:32:26.598159+00:00,48491821,50,OpenAI to acquire Ona to expand Codex,32,4
2026-06-11T23:44:42.238947+00:00,48497609,1,"If You Are Asking for Human Attention, Demonstrate Human Effort",88,10
2026-06-11T23:44:42.238947+00:00,48496539,2,"Show HN: FablePool – pool money behind a prompt, and Fable builds it in public",157,63
2026-06-11T23:44:42.238947+00:00,48490024,3,Show HN: Homebrew 6.0.0,897,211
2026-06-11T23:44:42.238947+00:00,48490826,4,MiMo Code is now released and open-source,405,225
2026-06-11T23:44:42.238947+00:00,48491830,5,Petition to Withdraw Canada's Bill C-22,317,110
2026-06-11T23:44:42.238947+00:00,48489229,6,Anthropic apologizes for invisible Claude Fable guardrails,246,266
2026-06-11T23:44:42.238947+00:00,48495575,7,Shall we play a game? – LLMs use tactical nukes in 95% of simulations,165,158
2026-06-11T23:44:42.238947+00:00,48492215,8,The RCE that AMD wouldn't fix,206,90
2026-06-11T23:44:42.238947+00:00,48474274,9,Emacs appearances in pop culture,226,52
2026-06-11T23:44:42.238947+00:00,48496250,10,Show HN: Boo – screen-style terminal multiplexer built on libghostty,34,7
2026-06-11T23:44:42.238947+00:00,48447598,11,Ear Training Practice,124,68
2026-06-11T23:44:42.238947+00:00,48497260,12,OpenAI Prepping for On-Prem Product?,12,7
2026-06-11T23:44:42.238947+00:00,48496396,13,Why I'm Forced to Say Farewell: Google Management Has Lost Its Moral Compass,170,87
2026-06-11T23:44:42.238947+00:00,48462070,14,macOS 27 Beta breaks the ability to boot Asahi Linux,208,94
2026-06-11T23:44:42.238947+00:00,48452001,15,Developer gets Half-Life running at 30 FPS on a Nokia N95,199,61
2026-06-11T23:44:42.238947+00:00,48492304,16,Waymo Premier,138,364
2026-06-11T23:44:42.238947+00:00,48491486,17,FPS.cob: A first person shooter in COBOL,94,56
2026-06-11T23:44:42.238947+00:00,48492533,18,Software is made between commits,183,121
2026-06-11T23:44:42.238947+00:00,48493564,19,Apple didn't revolutionize power supplies; new transistors did (2012),62,6
2026-06-11T23:44:42.238947+00:00,48489402,20,Lines of code got a better publicist,342,240
2026-06-11T23:44:42.238947+00:00,48497168,21,The unreasonable effectiveness of simple HTML (2021),52,10
2026-06-11T23:44:42.238947+00:00,48456637,22,"Gram Newton-Schulz: A Fast, Hardware-Aware Newton-Schulz Algorithm for Muon",13,1
2026-06-11T23:44:42.238947+00:00,48489917,23,Open Reproduction of DeepSeek-R1,184,16
2026-06-11T23:44:42.238947+00:00,48495751,24,"Travel locally, where you are",75,41
2026-06-11T23:44:42.238947+00:00,48492210,25,Claude Fable 5: mid-tier results on coding tasks,185,81
2026-06-11T23:44:42.238947+00:00,48428959,26,Discovery of Cold War-era rare Eastern Bloc computers in a German hangar,95,19
2026-06-11T23:44:42.238947+00:00,48457601,27,"A worm in my Erlang cluster, and adventures in microfluidics",8,0
2026-06-11T23:44:42.238947+00:00,48492306,28,Solar generates more energy in US than coal for first time,397,190
2026-06-11T23:44:42.238947+00:00,48495818,29,I stopped tracking my time. Now I can't focus,48,51
2026-06-11T23:44:42.238947+00:00,48495197,30,Who Runs the Ransomware Group 'The Gentlemen?',51,5
2026-06-11T23:44:42.238947+00:00,48442880,31,Doing nothing at work,341,121
2026-06-11T23:44:42.238947+00:00,48433351,32,A new era for software testing,110,42
2026-06-11T23:44:42.238947+00:00,48468495,33,Programming a GBA Game on an iPhone,41,5
2026-06-11T23:44:42.238947+00:00,48462928,34,"Show HN: Claw Patrol, a security firewall for agents",82,26
2026-06-11T23:44:42.238947+00:00,48495383,35,"Ivanti Sentry pre-auth RCE (CVE-2026-10520) – CVSS 10.0, public PoC, CISA KEV",13,0
2026-06-11T23:44:42.238947+00:00,48487029,36,Pokémon Go Scans Trained the Navigation Tech for Military Drones,677,304
2026-06-11T23:44:42.238947+00:00,48476214,37,Fully autonomous drones have killed human soldiers for the first time,183,163
2026-06-11T23:44:42.238947+00:00,48451013,38,SVG-Line: Better Status Bars for Emacs – Charlie Holland's Blog,77,5
2026-06-11T23:44:42.238947+00:00,48477208,39,"Spoiling Linux Kernel with ""sanctioned"" code",95,33
2026-06-11T23:44:42.238947+00:00,48456279,40,Queues Don't Fix Overload (2014),57,31
2026-06-11T23:44:42.238947+00:00,48496332,41,OpenAI's June 2026 Report on Malicious Uses of AI [pdf],8,2
2026-06-11T23:44:42.238947+00:00,48488901,42,Global population movements from 1990 to 2023,88,88
2026-06-11T23:44:42.238947+00:00,48487897,43,Web Browsers on Video Game Consoles,153,74
2026-06-11T23:44:42.238947+00:00,48490715,44,"Nextcloud Hub 26 Spring: Built together, designed for the future",115,85
2026-06-11T23:44:42.238947+00:00,48495969,45,"Show HN: TunnelMind – reputation API for IPs, ASNs, and ad-tech supply chains",3,0
2026-06-11T23:44:42.238947+00:00,48490532,46,MapComplete: Maps about various topics which you can contribute to,177,43
2026-06-11T23:44:42.238947+00:00,48486486,47,OpenAI mulls slashing prices as it competes with Anthropic for users,109,118
2026-06-11T23:44:42.238947+00:00,48452174,48,Pozzo: A Fast Lucky Number Checker,15,2
2026-06-11T23:44:42.238947+00:00,48494428,49,Why your asthma inhaler is so expensive (in the US),18,5
2026-06-11T23:44:42.238947+00:00,48466488,50,Ask HN: Favorite text heavy blogs that are a joy to read?,79,22
2026-06-12T04:52:22.274398+00:00,48498385,1,Nobody ever gets credit for fixing problems that never happened (2001) [pdf],237,81
2026-06-12T04:52:22.274398+00:00,48497609,2,"If you are asking for human attention, demonstrate human effort",398,122
2026-06-12T04:52:22.274398+00:00,48490024,3,Show HN: Homebrew 6.0.0,1081,249
2026-06-12T04:52:22.274398+00:00,48498573,4,Claude Fable is relentlessly proactive,242,198
2026-06-12T04:52:22.274398+00:00,48496539,5,"Show HN: FablePool – pool money behind a prompt, and Fable builds it in public",318,175
2026-06-12T04:52:22.274398+00:00,48468852,6,How we made hit video game Prince of Persia,20,1
2026-06-12T04:52:22.274398+00:00,48490826,7,MiMo Code is now released and open-source,447,253
2026-06-12T04:52:22.274398+00:00,48489229,8,Anthropic apologizes for invisible Claude Fable guardrails,361,356
2026-06-12T04:52:22.274398+00:00,48491830,9,Petition to Withdraw Canada's Bill C-22,398,137
2026-06-12T04:52:22.274398+00:00,48497576,10,A jacket that harvests drinking water from the air,66,46
2026-06-12T04:52:22.274398+00:00,48493218,11,WikiLambda the Ultimate,15,3
2026-06-12T04:52:22.274398+00:00,48447598,12,Ear Training Practice,191,92
2026-06-12T04:52:22.274398+00:00,48492533,13,Software is made between commits,230,168
2026-06-12T04:52:22.274398+00:00,48462070,14,macOS 27 Beta breaks the ability to boot Asahi Linux,268,114
2026-06-12T04:52:22.274398+00:00,48474274,15,Emacs appearances in pop culture,286,81
2026-06-12T04:52:22.274398+00:00,48492215,16,The RCE that AMD wouldn't fix,246,109
2026-06-12T04:52:22.274398+00:00,48489402,17,Lines of code got a better publicist,375,257
2026-06-12T04:52:22.274398+00:00,48492210,18,Claude Fable 5: mid-tier results on coding tasks,264,122
2026-06-12T04:52:22.274398+00:00,48452001,19,Developer gets Half-Life running at 30 FPS on a Nokia N95,241,77
2026-06-12T04:52:22.274398+00:00,48479314,20,"Reading for pleasure is sharply down among schoolkids, report shows",112,134
2026-06-12T04:52:22.274398+00:00,48498421,21,Removing 'um' from a recording is harder than it sounds,35,12
2026-06-12T04:52:22.274398+00:00,48496250,22,Show HN: Boo – Screen-style terminal multiplexer built on libghostty,63,20
2026-06-12T04:52:22.274398+00:00,48492304,23,Waymo Premier,170,422
2026-06-12T04:52:22.274398+00:00,48490939,24,How a new DSL may survive in the era of LLMs,28,9
2026-06-12T04:52:22.274398+00:00,48491486,25,FPS.cob: A first person shooter in COBOL,113,64
2026-06-12T04:52:22.274398+00:00,48492177,26,MTG Bench: Testing how well LLMs can play Magic,40,22
2026-06-12T04:52:22.274398+00:00,48493564,27,Apple didn't revolutionize power supplies; new transistors did (2012),105,9
2026-06-12T04:52:22.274398+00:00,48487829,28,Making a vintage LLM from scratch,35,5
2026-06-12T04:52:22.274398+00:00,48489917,29,Open Reproduction of DeepSeek-R1,215,17
2026-06-12T04:52:22.274398+00:00,48459999,30,Faking keyword arguments to functions in C++,19,15
2026-06-12T04:52:22.274398+00:00,48487229,31,A greyscale iPhone setup that works in everyday life,83,49
2026-06-12T04:52:22.274398+00:00,48442880,32,Doing nothing at work,367,130
2026-06-12T04:52:22.274398+00:00,48428959,33,Discovery of Cold War-era rare Eastern Bloc computers in a German hangar,101,26
2026-06-12T04:52:22.274398+00:00,48499349,34,StonkRider – Ride any stock chart,4,0
2026-06-12T04:52:22.274398+00:00,48478766,35,Babel-USB: USB drive with every file,34,13
2026-06-12T04:52:22.274398+00:00,48495197,36,Who Runs the Ransomware Group 'The Gentlemen?',65,6
2026-06-12T04:52:22.274398+00:00,48492306,37,Solar generates more energy in US than coal for first time,428,204
2026-06-12T04:52:22.274398+00:00,48497195,38,Codex for Open Source,27,0
2026-06-12T04:52:22.274398+00:00,48495575,39,Shall we play a game? My AI nuclear simulation,186,176
2026-06-12T04:52:22.274398+00:00,48495751,40,"Travel locally, where you are",92,53
2026-06-12T04:52:22.274398+00:00,48433351,41,A new era for software testing,119,44
2026-06-12T04:52:22.274398+00:00,48498283,42,"Don't let the LLM speak, just probe it",13,1
2026-06-12T04:52:22.274398+00:00,48456637,43,"Gram Newton-Schulz: A Fast, Hardware-Aware Newton-Schulz Algorithm for Muon",22,4
2026-06-12T04:52:22.274398+00:00,48487029,44,Pokémon Go Scans Trained the Navigation Tech for Military Drones,686,308
2026-06-12T04:52:22.274398+00:00,48496483,45,Tailwind and slop apps,64,48
2026-06-12T04:52:22.274398+00:00,48462928,46,"Show HN: Claw Patrol, a security firewall for agents",90,26
2026-06-12T04:52:22.274398+00:00,48494716,47,Finding Optimal Tokenizers,11,0
2026-06-12T04:52:22.274398+00:00,48444664,48,Did Ahmes find the best expansions for 2/n?,10,0
2026-06-12T04:52:22.274398+00:00,48496396,49,Why I'm Forced to Say Farewell: Google Management Has Lost Its Moral Compass,256,163
2026-06-12T04:52:22.274398+00:00,48468495,50,Programming a GBA Game on an iPhone,45,6
2026-06-12T09:06:59.789906+00:00,48500012,1,AI agent bankrupted their operator while trying to scan DN42,476,170
2026-06-12T09:06:59.789906+00:00,48498385,2,Nobody ever gets credit for fixing problems that never happened (2001) [pdf],442,147
2026-06-12T09:06:59.789906+00:00,48497609,3,"If you are asking for human attention, demonstrate human effort",678,219
2026-06-12T09:06:59.789906+00:00,48490024,4,Show HN: Homebrew 6.0.0,1205,277
2026-06-12T09:06:59.789906+00:00,48468852,5,How we made hit video game Prince of Persia,107,29
2026-06-12T09:06:59.789906+00:00,48427421,6,Vinyl succumbs to Loudness War: more than just collateral damage (2025),65,80
2026-06-12T09:06:59.789906+00:00,48498573,7,Claude Fable is relentlessly proactive,418,322
2026-06-12T09:06:59.789906+00:00,48496539,8,"Show HN: FablePool – pool money behind a prompt, and Fable builds it in public",386,200
2026-06-12T09:06:59.789906+00:00,48500404,9,Digital Sovereignty Becomes an Imperative as the US Reads Dutch Emails,93,83
2026-06-12T09:06:59.789906+00:00,48489229,10,Anthropic apologizes for invisible Claude Fable guardrails,415,382
2026-06-12T09:06:59.789906+00:00,48490826,11,MiMo Code is now released and open-source,488,270
2026-06-12T09:06:59.789906+00:00,48491830,12,Petition to Withdraw Canada's Bill C-22,434,144
2026-06-12T09:06:59.789906+00:00,48498421,13,Removing 'um' from a recording is harder than it sounds,72,27
2026-06-12T09:06:59.789906+00:00,48462070,14,macOS 27 Beta breaks the ability to boot Asahi Linux,308,127
2026-06-12T09:06:59.789906+00:00,48447598,15,Ear Training Practice,237,98
2026-06-12T09:06:59.789906+00:00,48492210,16,Claude Fable 5: mid-tier results on coding tasks,314,149
2026-06-12T09:06:59.789906+00:00,48492533,17,Software is made between commits,257,187
2026-06-12T09:06:59.789906+00:00,48474274,18,Emacs appearances in pop culture,325,88
2026-06-12T09:06:59.789906+00:00,48497576,19,A jacket that harvests drinking water from the air,106,64
2026-06-12T09:06:59.789906+00:00,48489402,20,Lines of code got a better publicist,389,272
2026-06-12T09:06:59.789906+00:00,48452001,21,Developer gets Half-Life running at 30 FPS on a Nokia N95,279,91
2026-06-12T09:06:59.789906+00:00,48479314,22,"Reading for pleasure is sharply down among schoolkids, report shows",156,190
2026-06-12T09:06:59.789906+00:00,48492215,23,The RCE that AMD wouldn't fix,268,116
2026-06-12T09:06:59.789906+00:00,48494716,24,Finding Optimal Tokenizers,22,0
2026-06-12T09:06:59.789906+00:00,48489151,25,"A Commons of Software Productive Infrastructure, by and for Capital",13,2
2026-06-12T09:06:59.789906+00:00,48493218,26,WikiLambda the Ultimate,42,6
2026-06-12T09:06:59.789906+00:00,48446673,27,How Terry Tao became an evangelist for AI in math,118,97
2026-06-12T09:06:59.789906+00:00,48499890,28,Device Clock Generation (2025),16,2
2026-06-12T09:06:59.789906+00:00,48493564,29,Apple didn't revolutionize power supplies; new transistors did (2012),129,18
2026-06-12T09:06:59.789906+00:00,48492304,30,Waymo Premier,190,460
2026-06-12T09:06:59.789906+00:00,48491486,31,FPS.cob: A first person shooter in COBOL,121,65
2026-06-12T09:06:59.789906+00:00,48489917,32,Open Reproduction of DeepSeek-R1,230,18
2026-06-12T09:06:59.789906+00:00,48496483,33,Tailwind and slop apps,74,58
2026-06-12T09:06:59.789906+00:00,48487229,34,A greyscale iPhone setup that works in everyday life,99,56
2026-06-12T09:06:59.789906+00:00,48492177,35,MTG Bench: Testing how well LLMs can play Magic,54,29
2026-06-12T09:06:59.789906+00:00,48496250,36,Show HN: Boo – Screen-style terminal multiplexer built on libghostty,74,25
2026-06-12T09:06:59.789906+00:00,48442880,37,Doing nothing at work,390,135
2026-06-12T09:06:59.789906+00:00,48490939,38,How a new DSL may survive in the era of LLMs,42,15
2026-06-12T09:06:59.789906+00:00,48499790,39,The Normalization of Deviance in AI,11,1
2026-06-12T09:06:59.789906+00:00,48428959,40,Discovery of Cold War-era rare Eastern Bloc computers in a German hangar,110,29
2026-06-12T09:06:59.789906+00:00,48459999,41,Faking keyword arguments to functions in C++,27,20
2026-06-12T09:06:59.789906+00:00,48492306,42,Solar generates more energy in US than coal for first time,457,212
2026-06-12T09:06:59.789906+00:00,48487829,43,Making a vintage LLM from scratch,36,6
2026-06-12T09:06:59.789906+00:00,48433351,44,A new era for software testing,128,48
2026-06-12T09:06:59.789906+00:00,48495197,45,Who Runs the Ransomware Group 'The Gentlemen?',69,7
2026-06-12T09:06:59.789906+00:00,48487029,46,Pokémon Go Scans Trained the Navigation Tech for Military Drones,695,311
2026-06-12T09:06:59.789906+00:00,48499349,47,StonkRider – Ride any stock chart,20,2
2026-06-12T09:06:59.789906+00:00,48495751,48,"Travel locally, where you are",103,61
2026-06-12T09:06:59.789906+00:00,48495575,49,Shall we play a game? My AI nuclear simulation,192,180
2026-06-12T09:06:59.789906+00:00,48497195,50,Codex for Open Source,31,0
2026-06-12T13:34:19.749696+00:00,48500012,1,AI agent bankrupted their operator while trying to scan DN42,912,342
2026-06-12T13:34:19.749696+00:00,48503014,2,Maxproof,42,0
2026-06-12T13:34:19.749696+00:00,48497609,3,"If you are asking for human attention, demonstrate human effort",1023,341
2026-06-12T13:34:19.749696+00:00,48498385,4,Nobody ever gets credit for fixing problems that never happened (2001) [pdf],563,183
2026-06-12T13:34:19.749696+00:00,48500447,5,AUR Packages Compromised with Infostealer and Rootkit,112,47
2026-06-12T13:34:19.749696+00:00,48490024,6,Show HN: Homebrew 6.0.0,1319,317
2026-06-12T13:34:19.749696+00:00,48502347,8,Kimi K2.7-Code: open-source coding model with better token efficiency,136,61
2026-06-12T13:34:19.749696+00:00,48502601,9,Ryanair dark UX patterns summer 2026 refresher,114,90
2026-06-12T13:34:19.749696+00:00,48468852,10,How we made hit video game Prince of Persia,181,69
2026-06-12T13:34:19.749696+00:00,48496539,11,"Show HN: FablePool – pool money behind a prompt, and Fable builds it in public",441,239
2026-06-12T13:34:19.749696+00:00,48502321,12,The Future of Email,89,82
2026-06-12T13:34:19.749696+00:00,48427421,13,Vinyl succumbs to Loudness War: more than just collateral damage (2025),101,147
2026-06-12T13:34:19.749696+00:00,48489229,14,Anthropic apologizes for invisible Claude Fable guardrails,456,404
2026-06-12T13:34:19.749696+00:00,48498573,15,Claude Fable is relentlessly proactive,569,452
2026-06-12T13:34:19.749696+00:00,48490826,16,MiMo Code is now released and open-source,521,287
2026-06-12T13:34:19.749696+00:00,48502730,17,"David Hockney, Who Restored the Human Form to Art, Dies at 88",48,7
2026-06-12T13:34:19.749696+00:00,48487829,18,Making a vintage LLM from scratch,49,13
2026-06-12T13:34:19.749696+00:00,48491830,19,Petition to Withdraw Canada's Bill C-22,455,147
2026-06-12T13:34:19.749696+00:00,48462070,20,macOS 27 Beta breaks the ability to boot Asahi Linux,345,140
2026-06-12T13:34:19.749696+00:00,48501012,21,Report on an Unidentified Space Station,90,49
2026-06-12T13:34:19.749696+00:00,48479314,22,"Reading for pleasure is sharply down among schoolkids, report shows",199,254
2026-06-12T13:34:19.749696+00:00,48474274,23,Emacs appearances in pop culture,350,102
2026-06-12T13:34:19.749696+00:00,48498421,24,Removing 'um' from a recording is harder than it sounds,120,58
2026-06-12T13:34:19.749696+00:00,48447598,25,Ear Training Practice,271,108
2026-06-12T13:34:19.749696+00:00,48492533,26,Software is made between commits,284,200
2026-06-12T13:34:19.749696+00:00,48489402,27,Lines of code got a better publicist,405,286
2026-06-12T13:34:19.749696+00:00,48452001,28,Developer gets Half-Life running at 30 FPS on a Nokia N95,312,106
2026-06-12T13:34:19.749696+00:00,48492215,29,The RCE that AMD wouldn't fix,291,119
2026-06-12T13:34:19.749696+00:00,48492210,30,Claude Fable 5: mid-tier results on coding tasks,354,196
2026-06-12T13:34:19.749696+00:00,48446673,31,How Terry Tao became an evangelist for AI in math,146,138
2026-06-12T13:34:19.749696+00:00,48497576,32,A jacket that harvests drinking water from the air,118,76
2026-06-12T13:34:19.749696+00:00,48491486,33,FPS.cob: A first person shooter in COBOL,128,66
2026-06-12T13:34:19.749696+00:00,48493218,34,WikiLambda the Ultimate,52,10
2026-06-12T13:34:19.749696+00:00,48503572,35,Ford CEO's Right to Repair Comment Should Make Every Car Owner Uncomfortable,5,3
2026-06-12T13:34:19.749696+00:00,48489917,36,Open Reproduction of DeepSeek-R1,235,18
2026-06-12T13:34:19.749696+00:00,48492304,37,Waymo Premier,195,468
2026-06-12T13:34:19.749696+00:00,48493564,38,Apple didn't revolutionize power supplies; new transistors did (2012),143,22
2026-06-12T13:34:19.749696+00:00,48496278,39,Trying to fix complicated problems,28,0
2026-06-12T13:34:19.749696+00:00,48442880,40,Doing nothing at work,401,137
2026-06-12T13:34:19.749696+00:00,48500404,41,Digital Sovereignty Becomes an Imperative as the US Reads Dutch Emails,176,188
2026-06-12T13:34:19.749696+00:00,48496250,42,Show HN: Boo – Screen-style terminal multiplexer built on libghostty,81,25
2026-06-12T13:34:19.749696+00:00,48496483,43,Tailwind and slop apps,83,65
2026-06-12T13:34:19.749696+00:00,48494716,44,Finding Optimal Tokenizers,25,1
2026-06-12T13:34:19.749696+00:00,48428959,45,Discovery of Cold War-era rare Eastern Bloc computers in a German hangar,114,30
2026-06-12T13:34:19.749696+00:00,48487229,46,A greyscale iPhone setup that works in everyday life,107,59
2026-06-12T13:34:19.749696+00:00,48492177,47,MTG Bench: Testing how well LLMs can play Magic,60,31
2026-06-12T13:34:19.749696+00:00,48490939,48,How a new DSL may survive in the era of LLMs,47,16
2026-06-12T13:34:19.749696+00:00,48433351,49,A new era for software testing,133,49
2026-06-12T13:34:19.749696+00:00,48499890,50,Device Clock Generation (2025),23,2
2026-06-12T16:51:42.095752+00:00,48505231,1,"CRISPR tech selectively shreds cancer cells, including ""undruggable"" cancers",82,17
2026-06-12T16:51:42.095752+00:00,48504912,2,Slightly reducing the sloppiness of AI generated front end,51,27
2026-06-12T16:51:42.095752+00:00,48504543,3,A dumpster arrived behind my university's library,46,25
2026-06-12T16:51:42.095752+00:00,48504697,4,A Call to Action: Stop the FCC's KYC Regime,213,132
2026-06-12T16:51:42.095752+00:00,48505561,5,Keygen.music,16,1
2026-06-12T16:51:42.095752+00:00,48505452,6,Where Did Earth Get Its Oceans? Maybe It Made Them Itself,18,6
2026-06-12T16:51:42.095752+00:00,48503014,7,Maxproof,94,8
2026-06-12T16:51:42.095752+00:00,48498385,8,Nobody ever gets credit for fixing problems that never happened (2001) [pdf],663,216
2026-06-12T16:51:42.095752+00:00,48504063,9,WASI 0.3.0 Released,159,61
2026-06-12T16:51:42.095752+00:00,48500012,10,AI agent bankrupted their operator while trying to scan DN42,1238,450
2026-06-12T16:51:42.095752+00:00,48500447,11,AUR packages compromised with Infostealer and Rootkit,203,122
2026-06-12T16:51:42.095752+00:00,48504929,12,Introduction to UEFI HTTP(s) Boot with QEMU/OVMF,14,0
2026-06-12T16:51:42.095752+00:00,48505161,14,Show HN: Script to bulk delete Claude chats from the web UI,24,6
2026-06-12T16:51:42.095752+00:00,48497609,15,"If you are asking for human attention, demonstrate human effort",1299,418
2026-06-12T16:51:42.095752+00:00,48505364,16,Show HN: StackScope – I crawled over 40k indie launches to see what they ship,9,2
2026-06-12T16:51:42.095752+00:00,48503219,17,Encrypted Spaces An architecture for collaborative applications,26,3
2026-06-12T16:51:42.095752+00:00,48468852,18,How we made hit video game Prince of Persia,225,86
2026-06-12T16:51:42.095752+00:00,48495928,19,Malware developers added nuclear and biological weapons text to to their spyware,4,0
2026-06-12T16:51:42.095752+00:00,48503940,20,European sunscreens are safer than American (2024),104,49
2026-06-12T16:51:42.095752+00:00,48502347,21,Kimi K2.7-Code: open-source coding model with better token efficiency,280,143
2026-06-12T16:51:42.095752+00:00,48504753,22,WhatsApp Business API pricing 2026: what's free and where markup hides,12,6
2026-06-12T16:51:42.095752+00:00,48497576,23,A jacket that harvests drinking water from the air,124,83
2026-06-12T16:51:42.095752+00:00,48427421,24,Vinyl succumbs to Loudness War: more than just collateral damage (2025),127,189
2026-06-12T16:51:42.095752+00:00,48502601,25,Ryanair dark UX patterns summer 2026 refresher,197,157
2026-06-12T16:51:42.095752+00:00,48505690,26,"Euro-Office, open standards, and native ODF",18,1
2026-06-12T16:51:42.095752+00:00,48487829,27,Making a vintage LLM from scratch,79,22
2026-06-12T16:51:42.095752+00:00,48504814,28,My Struggles Talking to an Old Piece of Junk (Fanuc 0M),6,1
2026-06-12T16:51:42.095752+00:00,48498421,29,Removing 'um' from a recording is harder than it sounds,139,67
2026-06-12T16:51:42.095752+00:00,48490024,30,Show HN: Homebrew 6.0.0,1375,325
2026-06-12T16:51:42.095752+00:00,48504996,31,Arch Linux's AUR Sees More Than 400 Packages Compromised with Malware,12,1
2026-06-12T16:51:42.095752+00:00,48498573,32,Claude Fable is relentlessly proactive,679,569
2026-06-12T16:51:42.095752+00:00,48446673,33,How Terry Tao became an evangelist for AI in math,156,145
2026-06-12T16:51:42.095752+00:00,48502730,34,"David Hockney, Who Restored the Human Form to Art, Dies at 88",91,30
2026-06-12T16:51:42.095752+00:00,48504287,35,Understanding the rationale behind a rule when trying to circumvent it,4,0
2026-06-12T16:51:42.095752+00:00,48505204,36,Enshittification of Policing,15,2
2026-06-12T16:51:42.095752+00:00,48487229,37,A greyscale iPhone setup that works in everyday life,117,64
2026-06-12T16:51:42.095752+00:00,48502321,38,The Future of Email,168,188
2026-06-12T16:51:42.095752+00:00,48503016,39,Urban wrens are singing at 1am: Six months of birdsong data from BirdNET-go,7,0
2026-06-12T16:51:42.095752+00:00,48501777,40,/e/OS 4.0 is here,15,0
2026-06-12T16:51:42.095752+00:00,48491486,41,FPS.cob: A first person shooter in COBOL,132,66
2026-06-12T16:51:42.095752+00:00,48503389,42,How Comics Are Made,8,1
2026-06-12T16:51:42.095752+00:00,48442880,43,Doing nothing at work,417,145
