captured_at,story_id,rank,title,score,comments
2026-06-07T10:15:47.357497+00:00,48402157,14,Games Between Programs: The Ruliology of Competition,6,0
2026-06-07T10:15:47.357497+00:00,48393252,15,Biohub releases a world model of protein biology,80,7
2026-06-07T10:15:47.357497+00:00,48405815,16,Introducing Boron Buckyballs: Theory that B80 cages can’t be made is disproved,84,21
2026-06-07T10:15:47.357497+00:00,48425528,17,Moving beyond fork() + exec(),302,293
2026-06-07T10:15:47.357497+00:00,48410427,18,Arithmetic Without Numbers – How LLMs Do Math,24,7
2026-06-07T10:15:47.357497+00:00,48424605,19,Nvidia is proposing a beast of a CPU system for Windows PCs,286,476
2026-06-07T10:15:47.357497+00:00,48431079,20,Show HN: Oproxy – inspect and modify network traffic from the browser,47,6
2026-06-07T10:15:47.357497+00:00,48425723,21,Zeroserve: A zero-config web server you can script with eBPF,237,56
2026-06-07T10:15:47.357497+00:00,48427643,22,Meta confirms 1000s of Instagram accounts were hacked by abusing its AI chatbot,599,211
2026-06-07T10:15:47.357497+00:00,48417490,23,Google to pay SpaceX $920M a month for compute capacity at xAI data centers,246,828
2026-06-07T10:15:47.357497+00:00,48430282,24,Human-Like Neural Nets by Catapulting,39,10
2026-06-07T10:15:47.357497+00:00,48395648,25,Show HN: Free animated icon library for Vue,30,6
2026-06-07T10:15:47.357497+00:00,48428475,26,"Sem: New primitive for code understanding – not LSPs, but entities on top of Git",119,47
2026-06-07T10:15:47.357497+00:00,48425611,27,Motorola effectively bricked its entire line of WiFi routers without explanation,156,78
2026-06-07T10:15:47.357497+00:00,48406174,28,"Ask HN: What was your ""oh shit"" moment with GenAI?",624,1014
2026-06-07T10:15:47.357497+00:00,48423762,29,Pokemon Emerald Ported to WebAssembly (100k FPS),322,94
2026-06-07T10:15:47.357497+00:00,48372138,30,Show HN: Infinite canvas notes in the non-Euclidean Poincaré disk,166,29
2026-06-07T10:15:47.357497+00:00,48426202,31,You Can Run,127,67
2026-06-07T10:15:47.357497+00:00,48406729,32,Unicode Fonts and Tools for X11,38,8
2026-06-07T10:15:47.357497+00:00,48424125,33,The new bibliomaniacs,76,73
2026-06-07T10:15:47.357497+00:00,48425247,34,Benchmarks in Leipzig,132,47
2026-06-07T10:15:47.357497+00:00,48430860,35,An Ohio Valley 100k-Watt FM Signal Is Severed in Broad Daylight – Radio World,104,98
2026-06-07T10:15:47.357497+00:00,48425347,36,Running Python code in a sandbox with MicroPython and WASM,95,29
2026-06-07T10:15:47.357497+00:00,48431952,37,The circus freaks of open source,88,33
2026-06-07T10:15:47.357497+00:00,48428356,38,"Home alone: Remote work, isolation, and mental health",172,166
2026-06-07T10:15:47.357497+00:00,48419571,39,The perils of UUID primary keys in SQLite,165,96
2026-06-07T10:15:47.357497+00:00,48389360,40,How LLMs work,886,243
2026-06-07T10:15:47.357497+00:00,48430871,42,HateArena – A free and open source arena shooter,21,3
2026-06-07T10:15:47.357497+00:00,48428727,43,I am giving up on VM Gaming,33,17
2026-06-07T10:15:47.357497+00:00,48427523,44,"Pentagon raised threat of Israeli spying on U.S. to highest level, sources say",523,399
2026-06-07T10:15:47.357497+00:00,48429253,45,Programmers Aren't People,26,17
2026-06-07T10:15:47.357497+00:00,48427629,46,Corrupting a ZFS File on Purpose,27,2
2026-06-07T10:15:47.357497+00:00,48369864,47,Social Cache Busting,134,46
2026-06-07T10:15:47.357497+00:00,48389103,48,"PaceVer (an alternative to SemVer, for mobile apps)",10,6
2026-06-07T10:15:47.357497+00:00,48430070,49,Context Sculpting,17,6
2026-06-07T10:15:47.357497+00:00,48424674,50,Trees to Flows and Back: Unifying Decision Trees and Diffusion Models,46,11
2026-06-07T15:56:02.422751+00:00,48434312,1,LLMs are eroding my software engineering career and I don't know what to do,423,354
2026-06-07T15:56:02.422751+00:00,48435371,2,The OnlyFans Economy of American AI,83,76
2026-06-07T15:56:02.422751+00:00,48435584,3,Vitamin D3 During Pregnancy and Cognitive Performance at 10 Years,13,0
2026-06-07T15:56:02.422751+00:00,48432199,4,The 29th International Obfuscated C Code Contest (IOCCC) 2025 Winners,289,68
2026-06-07T15:56:02.422751+00:00,48434436,5,"Anthropic, please ship an official Claude Desktop for Linux",184,77
2026-06-07T15:56:02.422751+00:00,48434963,6,Podman 6: machine usability improvements,14,1
2026-06-07T15:56:02.422751+00:00,48433756,7,"Show HN: Lathe – Use LLMs to learn a new domain, not skip past it",60,10
2026-06-07T15:56:02.422751+00:00,48406530,8,Yon – a topos-oriented language with a content-addressed lattice heap,37,21
2026-06-07T15:56:02.422751+00:00,48410844,9,Win16 Memory Management,97,50
2026-06-07T15:56:02.422751+00:00,48432722,10,Show HN: Kyushu – A self-hostable WASM sandbox for JavaScript workers,32,19
2026-06-07T15:56:02.422751+00:00,48400151,11,Speculative KV coding: losslessly compressing KV cache by up to ~4×,113,17
2026-06-07T15:56:02.422751+00:00,48403488,13,How Long Does It Take for a QQuickItem to Become Visible?,19,0
2026-06-07T15:56:02.422751+00:00,48389368,14,My Software North Star,160,91
2026-06-07T15:56:02.422751+00:00,48430539,15,Public Domain Image Archive,191,27
2026-06-07T15:56:02.422751+00:00,48428025,16,Ntsc-rs – open-source video emulation of analog TV and VHS artifacts,379,116
2026-06-07T15:56:02.422751+00:00,48431461,17,Valve P2P networking broken for more than 2 months,225,106
2026-06-07T15:56:02.422751+00:00,48398703,18,The Secret Life of Circuits with lcamtuf / Michał Zalewski (Audio Interview),30,4
2026-06-07T15:56:02.422751+00:00,48408995,19,There's no escaping it: an exploration of ANSI codes,9,3
2026-06-07T15:56:02.422751+00:00,48431286,20,Field of clones: How horse replicas came to dominate polo,132,60
2026-06-07T15:56:02.422751+00:00,48415457,21,Symbolica 2.0: Programmable Symbols for Python and Rust,118,11
2026-06-07T15:56:02.422751+00:00,48430923,22,Tokenomics: Quantifying Where Tokens Are Used in Agentic Software Engineering,139,60
2026-06-07T15:56:02.422751+00:00,48433962,23,The best relationships are all-encompassing.,18,18
2026-06-07T15:56:02.422751+00:00,48418839,24,Warren's Abstract Machine: A Tutorial Reconstruction,34,4
2026-06-07T15:56:02.422751+00:00,48393252,25,Biohub releases a world model of protein biology,124,18
2026-06-07T15:56:02.422751+00:00,48416264,26,Harness engineering: Leveraging Codex in an agent-first world,260,171
2026-06-07T15:56:02.422751+00:00,48431085,27,How Liminalism Became the Defining Aesthetic of Our Time,122,68
2026-06-07T15:56:02.422751+00:00,48433305,28,Efficient and Training-Free Single-Image Diffusion Models,27,0
2026-06-07T15:56:02.422751+00:00,48410427,29,Arithmetic Without Numbers – How LLMs Do Math,73,23
2026-06-07T15:56:02.422751+00:00,48425528,30,Moving beyond fork() + exec(),330,316
2026-06-07T15:56:02.422751+00:00,48405815,31,Introducing Boron Buckyballs: Theory that B80 cages can’t be made is disproved,110,31
2026-06-07T15:56:02.422751+00:00,48417488,32,Partitions over Permutations,6,1
2026-06-07T15:56:02.422751+00:00,48424605,33,Nvidia is proposing a beast of a CPU system for Windows PCs,316,506
2026-06-07T15:56:02.422751+00:00,48425723,34,Zeroserve: A zero-config web server you can script with eBPF,258,58
2026-06-07T15:56:02.422751+00:00,48406174,35,"Ask HN: What was your ""oh shit"" moment with GenAI?",660,1045
2026-06-07T15:56:02.422751+00:00,48428475,36,"Sem: New primitive for code understanding – not LSPs, but entities on top of Git",155,53
2026-06-07T15:56:02.422751+00:00,48427643,37,Meta confirms 1000s of Instagram accounts were hacked by abusing its AI chatbot,651,237
2026-06-07T15:56:02.422751+00:00,48434204,38,Misguided Misstatements Continue to Dismantle Biomedical Research in the U.S.,28,3
2026-06-07T15:56:02.422751+00:00,48425611,39,Motorola effectively bricked its entire line of WiFi routers without explanation,181,110
2026-06-07T15:56:02.422751+00:00,48402157,40,Games Between Programs: The Ruliology of Competition,17,2
2026-06-07T15:56:02.422751+00:00,48395648,41,Show HN: Free animated icon library for Vue,50,12
2026-06-07T15:56:02.422751+00:00,48432439,42,Vim Classic 8.3 Released,18,1
2026-06-07T15:56:02.422751+00:00,48423762,43,Pokemon Emerald Ported to WebAssembly (100k FPS),340,97
2026-06-07T15:56:02.422751+00:00,48431981,44,I design with Claude more than Figma now,207,186
2026-06-07T15:56:02.422751+00:00,48433410,45,Scientists ejected from diabetes conference for distributing journal reprints,255,181
2026-06-07T15:56:02.422751+00:00,48435202,46,The ROI of AI coding looks different when you are a bootstrapped founder,5,0
2026-06-07T15:56:02.422751+00:00,48372138,47,Show HN: Infinite canvas notes in the non-Euclidean Poincaré disk,174,29
2026-06-07T15:56:02.422751+00:00,48433351,48,Automated QA and Testing with AI,11,4
2026-06-07T15:56:02.422751+00:00,48431079,49,Show HN: Oproxy – inspect and modify network traffic from the browser,56,8
2026-06-07T15:56:02.422751+00:00,48424125,50,The new bibliomaniacs,79,75
2026-06-07T20:47:31.404870+00:00,48437609,1,How's Linear so fast? A technical breakdown,117,59
2026-06-07T20:47:31.404870+00:00,48437406,2,"Building from Zero After Addiction, Prison, and a Felony",101,15
2026-06-07T20:47:31.404870+00:00,48436819,3,Powering up a module from the IBM 604: an electronic calculator from 1948,52,16
2026-06-07T20:47:31.404870+00:00,48437290,4,Making Peace with Your Unlived Dreams,56,22
2026-06-07T20:47:31.404870+00:00,48438212,5,The architecture of the internet creates risks for democracy,5,0
2026-06-07T20:47:31.404870+00:00,48436863,6,"Silurus/ooxml: Pixel-faithful Office documents, rendered in the browser",62,26
2026-06-07T20:47:31.404870+00:00,48409474,7,What is the purpose of the lost+found folder in Linux and Unix? (2014),76,30
2026-06-07T20:47:31.404870+00:00,48427480,8,Cloning a Sennheiser BA2015 battery pack,82,13
2026-06-07T20:47:31.404870+00:00,48437305,9,My automated doubt development process,17,10
2026-06-07T20:47:31.404870+00:00,48437442,10,Leiden Declaration on Artificial Intelligence and Mathematics,34,1
2026-06-07T20:47:31.404870+00:00,48437279,11,"The complete IPv4 address space, mapped",13,4
2026-06-07T20:47:31.404870+00:00,48432199,12,The 29th International Obfuscated C Code Contest (IOCCC) 2025 Winners,340,82
2026-06-07T20:47:31.404870+00:00,48433756,13,"Show HN: Lathe – Use LLMs to learn a new domain, not skip past it",183,37
2026-06-07T20:47:31.404870+00:00,48370278,15,Backrest – a web UI and orchestrator for restic backup,52,3
2026-06-07T20:47:31.404870+00:00,48399223,16,You'll never guess who made the first wireless telephone,42,7
2026-06-07T20:47:31.404870+00:00,48434436,17,"Anthropic, please ship an official Claude Desktop for Linux",376,212
2026-06-07T20:47:31.404870+00:00,48412818,18,A visual introduction to kernel functions,9,0
2026-06-07T20:47:31.404870+00:00,48434963,19,Podman 6: machine usability improvements (2025),78,5
2026-06-07T20:47:31.404870+00:00,48410844,20,Win16 Memory Management,122,59
2026-06-07T20:47:31.404870+00:00,48434906,21,sqlite: A CGo-free port of SQLite/SQLite3,28,19
2026-06-07T20:47:31.404870+00:00,48430539,22,Public Domain Image Archive,228,32
2026-06-07T20:47:31.404870+00:00,48398703,23,The Secret Life of Circuits with lcamtuf / Michał Zalewski (Audio Interview),57,5
2026-06-07T20:47:31.404870+00:00,48408995,24,There's no escaping it: an exploration of ANSI codes,23,7
2026-06-07T20:47:31.404870+00:00,48437450,25,The curious case of low-protein diets,29,11
2026-06-07T20:47:31.404870+00:00,48432722,26,Show HN: Kyushu – A self-hostable WASM sandbox for JavaScript workers,68,24
2026-06-07T20:47:31.404870+00:00,48400151,27,Speculative KV coding: losslessly compressing KV cache by up to ~4×,131,28
2026-06-07T20:47:31.404870+00:00,48415457,28,Symbolica 2.0: Programmable Symbols for Python and Rust,140,12
2026-06-07T20:47:31.404870+00:00,48430923,29,Tokenomics: Quantifying Where Tokens Are Used in Agentic Software Engineering,162,66
2026-06-07T20:47:31.404870+00:00,48389368,30,My Software North Star,196,128
2026-06-07T20:47:31.404870+00:00,48434001,31,Google just made you a search quality rater. You won't get paid,30,6
2026-06-07T20:47:31.404870+00:00,48431286,32,Field of clones: How horse replicas came to dominate polo,154,73
2026-06-07T20:47:31.404870+00:00,48431461,33,Valve P2P networking broken for more than 2 months,256,125
2026-06-07T20:47:31.404870+00:00,48431085,34,How Liminalism Became the Defining Aesthetic of Our Time,158,88
2026-06-07T20:47:31.404870+00:00,48434312,35,LLMs are eroding my software engineering career and I don't know what to do,706,660
2026-06-07T20:47:31.404870+00:00,48403488,36,How Long Does It Take for a QQuickItem to Become Visible?,29,1
2026-06-07T20:47:31.404870+00:00,48435584,37,Vitamin D3 During Pregnancy and Cognitive Performance at 10 Years,175,77
2026-06-07T20:47:31.404870+00:00,48433305,38,Efficient and Training-Free Single-Image Diffusion Models,43,0
2026-06-07T20:47:31.404870+00:00,48393252,39,Biohub releases a world model of protein biology,144,27
2026-06-07T20:47:31.404870+00:00,48418839,40,Warren's Abstract Machine: A Tutorial Reconstruction,43,5
2026-06-07T20:47:31.404870+00:00,48438186,41,Loss of Prefrontal Cortical Higher Cognition with Uncontrollable Stress (2019),5,0
2026-06-07T20:47:31.404870+00:00,48410427,42,Arithmetic Without Numbers – How LLMs Do Math,95,33
2026-06-07T20:47:31.404870+00:00,48425528,43,Moving beyond fork() + exec(),344,326
2026-06-07T20:47:31.404870+00:00,48406174,44,"Ask HN: What was your ""oh shit"" moment with GenAI?",675,1056
2026-06-07T20:47:31.404870+00:00,48434819,45,gonum,11,0
2026-06-07T20:47:31.404870+00:00,48416264,46,Harness engineering: Leveraging Codex in an agent-first world,277,188
2026-06-07T20:47:31.404870+00:00,48405815,47,Introducing Boron Buckyballs: Theory that B80 cages can’t be made is disproved,116,34
2026-06-07T20:47:31.404870+00:00,48434632,48,"""Terrorists?"": The Suffragette Arson and Bombing Campaign – Egham Museum",19,5
2026-06-07T20:47:31.404870+00:00,48436246,49,The gamers taking on the industry to stop it switching off games,77,84
2026-06-07T20:47:31.404870+00:00,48428475,50,"Sem: New primitive for code understanding – not LSPs, but entities on top of Git",164,53
2026-06-08T12:53:54.548315+00:00,48442725,1,The Cypherpunk Library,154,41
2026-06-08T12:53:54.548315+00:00,48440792,2,Dopamine Fracking,473,218
2026-06-08T12:53:54.548315+00:00,48442075,3,How much of Thermo Fisher's antibody data has been manipulated?,101,33
2026-06-08T12:53:54.548315+00:00,48394799,4,Zig Structs of Arrays (2024),33,4
2026-06-08T12:53:54.548315+00:00,48440952,5,"1k Data Breaches Later, the Disclosure Lag Is Worse",202,74
2026-06-08T12:53:54.548315+00:00,48437406,6,"Building from zero after addiction, prison, and a felony",713,327
2026-06-08T12:53:54.548315+00:00,48385457,7,Spherical Voronoi Diagram,43,9
2026-06-08T12:53:54.548315+00:00,48413645,8,A Family Project (2022),45,3
2026-06-08T12:53:54.548315+00:00,48440383,9,APC–2 – A professional record cutter for producing original playback discs,238,128
2026-06-08T12:53:54.548315+00:00,48443135,10,Config Files That Run Code: Supply Chain Security Blindspot,20,0
2026-06-08T12:53:54.548315+00:00,48440064,11,The Smallest Brain You Can Build: A Perceptron in Python,224,39
2026-06-08T12:53:54.548315+00:00,48441242,12,Richard Scolyer Has Died,97,22
2026-06-08T12:53:54.548315+00:00,48413366,13,Playing with Vision Embeddings,89,6
2026-06-08T12:53:54.548315+00:00,48444528,14,Anthropic's Project Glasswing Update,10,0
2026-06-08T12:53:54.548315+00:00,48444451,15,Nvidia partners with LG robotics to build humanoid robots in South Korea,10,0
2026-06-08T12:53:54.548315+00:00,48440549,16,Algorithmic Monocultures in Hiring,121,55
2026-06-08T12:53:54.548315+00:00,48406582,17,Amber Tree: A Middle Ground Between Rowan Red and Green Trees,5,0
2026-06-08T12:53:54.548315+00:00,48440463,18,New drug 'functionally cures' many hepatitis B virus infections,206,37
2026-06-08T12:53:54.548315+00:00,48437290,19,Making peace with your unlived dreams (2023),256,148
2026-06-08T12:53:54.548315+00:00,48415828,20,Tiny hackable CUDA language model implementation,42,4
2026-06-08T12:53:54.548315+00:00,48442371,21,"Age verification tech could put children at greater risk, says think tank",88,38
2026-06-08T12:53:54.548315+00:00,48440448,22,DeepSeek V4 Pro beats GPT-5.5 Pro on precision,318,162
2026-06-08T12:53:54.548315+00:00,48408854,23,Show HN: I Derived a Pancake,261,106
2026-06-08T12:53:54.548315+00:00,48442569,24,OneDrive data now has an expiry date,110,88
2026-06-08T12:53:54.548315+00:00,48440008,25,A Matter Wi-Fi Light Bulb in Rust on the Raspberry Pi Pico 2 W,135,22
2026-06-08T12:53:54.548315+00:00,48433756,26,"Show HN: Lathe – Use LLMs to learn a new domain, not skip past it",339,61
2026-06-08T12:53:54.548315+00:00,48409474,27,What is the purpose of the lost+found folder in Linux and Unix? (2014),209,73
2026-06-08T12:53:54.548315+00:00,48432199,28,The 29th International Obfuscated C Code Contest (IOCCC) 2025 Winners,404,93
2026-06-08T12:53:54.548315+00:00,48394587,29,A discovery about GCC's unidirectional rotation algorithm,34,12
2026-06-08T12:53:54.548315+00:00,48437609,30,How's Linear so fast? A technical breakdown,436,202
2026-06-08T12:53:54.548315+00:00,48425413,31,Giant Floating Victorian Drydock,34,18
2026-06-08T12:53:54.548315+00:00,48434312,32,LLMs are eroding my software engineering career and I don't know what to do,1039,983
2026-06-08T12:53:54.548315+00:00,48390269,33,Splash Is a Colour Format,70,86
2026-06-08T12:53:54.548315+00:00,48430860,34,An Ohio Valley 100k-watt FM signal is severed in broad daylight,187,204
2026-06-08T12:53:54.548315+00:00,48431889,35,Trusted Computing Frequently Asked Questions (2003),16,0
2026-06-08T12:53:54.548315+00:00,48442503,36,The EU Open Source Strategy,114,92
2026-06-08T12:53:54.548315+00:00,48440610,37,"Texas grid flags risks as data centers, crypto sites fail voltage tests",125,86
2026-06-08T12:53:54.548315+00:00,48427480,38,Cloning a Sennheiser BA2015 battery pack,134,19
2026-06-08T12:53:54.548315+00:00,48436819,39,Powering up a module from the IBM 604: an electronic calculator from 1948,88,28
2026-06-08T12:53:54.548315+00:00,48440435,41,1worldflag: A blue dot on a transparent background,125,107
2026-06-08T12:53:54.548315+00:00,48431981,42,I design with Claude more than Figma now,293,253
2026-06-08T12:53:54.548315+00:00,48437305,43,My automated doubt development process,82,23
2026-06-08T12:53:54.548315+00:00,48405890,44,Man-Computer Symbiosis J. C. R. Licklider (1960),43,4
2026-06-08T12:53:54.548315+00:00,48434436,45,"Anthropic, please ship an official Claude Desktop for Linux",507,285
2026-06-08T12:53:54.548315+00:00,48434963,46,Podman 6: machine usability improvements (2025),119,6
2026-06-08T12:53:54.548315+00:00,48406174,47,"Ask HN: What was your ""oh shit"" moment with GenAI?",707,1088
2026-06-08T12:53:54.548315+00:00,48436863,48,Office-open-xml-viewer: Office XML document viewer that renders to HTML Canvas,137,54
2026-06-08T12:53:54.548315+00:00,48370278,49,Backrest – a web UI and orchestrator for restic backup,98,7
2026-06-08T12:53:54.548315+00:00,48440360,50,7.8 magnitude earthquake shakes part of southern Philippines. Tsunami possible,98,29
2026-06-08T21:17:02.597161+00:00,48450142,1,Apple reveals new AI architecture built around Google Gemini models,192,160
2026-06-08T21:17:02.597161+00:00,48449084,2,Siri AI,218,161
2026-06-08T21:17:02.597161+00:00,48450646,3,Surveillance Is Not Safety: A statement on the UK's latest threat to privacy [pdf],73,7
2026-06-08T21:17:02.597161+00:00,48446639,4,MiMo-v2.5-Pro-UltraSpeed: 1T model with 1000 tokens per second,423,290
2026-06-08T21:17:02.597161+00:00,48445554,5,Show HN: Performative-UI – A react component library of design tropes,645,130
2026-06-08T21:17:02.597161+00:00,48450065,6,Why are cells small?,65,31
2026-06-08T21:17:02.597161+00:00,48448493,7,Full Reverse Engineering of the TI-84 Plus Operating System,112,19
2026-06-08T21:17:02.597161+00:00,48444228,8,"Anti-social: It's fads, not friends, which now dominate social media feeds",470,365
2026-06-08T21:17:02.597161+00:00,48446428,9,xAI is looking more like a datacentre REIT than a frontier lab,283,212
2026-06-08T21:17:02.597161+00:00,48447062,10,"EU-banned pesticides found in rice, tea and spices",129,48
2026-06-08T21:17:02.597161+00:00,48447806,11,"Show HN: Gitdot – a better GitHub. Open-source, anti-AI, and written in Rust",36,20
2026-06-08T21:17:02.597161+00:00,48449665,12,Apple Core AI Framework,40,2
2026-06-08T21:17:02.597161+00:00,48445171,13,Launch HN: Intuned (YC S22) – Build and run reliable browser automations as code,92,44
2026-06-08T21:17:02.597161+00:00,48425166,14,Fooling Go's X.509 Certificate Verification,10,4
2026-06-08T21:17:02.597161+00:00,48448357,15,Thunderbird Littering My Home,65,37
2026-06-08T21:17:02.597161+00:00,48419823,16,Show HN: Courtside – TUI for NBA Games,5,2
2026-06-08T21:17:02.597161+00:00,48447935,17,Stop the Apple Music app from launching,510,197
2026-06-08T21:17:02.597161+00:00,48450059,18,Switzerland wil have a referendum to cap population at 10M,139,275
2026-06-08T21:17:02.597161+00:00,48450694,19,"I'm building a parallel internet, and it's called The Thinnernet",16,11
2026-06-08T21:17:02.597161+00:00,48449187,20,Ask HN: What are tools you have made for yourself since the advent of AI?,45,64
2026-06-08T21:17:02.597161+00:00,48402137,21,OCaml Onboarding: Introduction to the Dune build system,130,14
2026-06-08T21:17:02.597161+00:00,48448313,22,Ask HN: Why hasn't there been a real competitor to Ticketmaster yet?,54,43
2026-06-08T21:17:02.597161+00:00,48446893,23,AI is slowing down,253,295
2026-06-08T21:17:02.597161+00:00,48448106,24,Apple WWDC 2026,208,392
2026-06-08T21:17:02.597161+00:00,48397986,25,Using XDG-Compliant Config Files (2024),19,1
2026-06-08T21:17:02.597161+00:00,48448012,26,Massachusetts bans sale of precise location data in new privacy rights bill,166,28
2026-06-08T21:17:02.597161+00:00,48442725,27,The Cypherpunk Library,334,93
2026-06-08T21:17:02.597161+00:00,48424960,28,120k Lines of Rust: Inside the Nosdesk Backend,15,0
2026-06-08T21:17:02.597161+00:00,48442075,29,How much of Thermo Fisher's antibody data has been manipulated?,365,80
2026-06-08T21:17:02.597161+00:00,48440435,30,1worldflag: A blue dot on a transparent background,138,118
2026-06-08T21:17:02.597161+00:00,48444442,31,Are you expected to run five Python type-checkers now?,117,126
2026-06-08T21:17:02.597161+00:00,48449498,32,Show HN: HTTP/3 and raw QUIC client/server APIs for Node.js,6,0
2026-06-08T21:17:02.597161+00:00,48424545,33,Life is too short for a slow terminal,90,67
2026-06-08T21:17:02.597161+00:00,48444784,34,Spanish traders set the standard for GnuCash database design,108,71
2026-06-08T21:17:02.597161+00:00,48446310,35,"Italy's Bending Spoons, owner of AOL and Vimeo, files for Nasdaq IPO",104,86
2026-06-08T21:17:02.597161+00:00,48444871,36,Zig by Example,208,98
2026-06-08T21:17:02.597161+00:00,48443258,37,"Replies to comments on my ""LLMs are eroding my career"" post",120,178
2026-06-08T21:17:02.597161+00:00,48394799,38,Zig Structs of Arrays (2024),112,40
2026-06-08T21:17:02.597161+00:00,48446909,39,Why are so many young people getting cancer?,147,153
2026-06-08T21:17:02.597161+00:00,48451404,40,Donut Lab's 'solid-state' battery exposed as regular li-ion in investigation,10,0
2026-06-08T21:17:02.597161+00:00,48451883,41,Built to benefit everyone: our plan,4,1
2026-06-08T21:17:02.597161+00:00,48448811,42,The IRS Moved IT and HR Staff to Process Taxes. It's Not Going Well,35,5
2026-06-08T21:17:02.597161+00:00,48442569,43,OneDrive data now has an expiry date,148,138
2026-06-08T21:17:02.597161+00:00,48440792,44,Dopamine Fracking,738,376
2026-06-08T21:17:02.597161+00:00,48446611,45,I replaced Spotify with a homemade FM radio station,121,52
2026-06-08T21:17:02.597161+00:00,48438625,46,NEC PC Engine LT Recap and LCD Bias Fix (Necromancy),11,0
2026-06-08T21:17:02.597161+00:00,48443135,47,Config Files That Run Code: Supply Chain Security Blindspot,66,21
2026-06-08T21:17:02.597161+00:00,48399069,48,Good type against all odds,11,3
2026-06-08T21:17:02.597161+00:00,48441242,49,Richard Scolyer Has Died,123,33
2026-06-08T21:17:02.597161+00:00,48413366,50,Playing with Vision Embeddings,144,12
2026-06-09T10:46:28.050967+00:00,48457830,1,Microsoft's open source tools were hacked to steal passwords of AI developers,179,76
2026-06-09T10:46:28.050967+00:00,48458890,2,GentleOS – Classic operating system with a lovely retro GUI,33,3
2026-06-09T10:46:28.050967+00:00,48458257,3,Forever Young: how one molecule can lock plants in a youthful state.(2025),29,14
2026-06-09T10:46:28.050967+00:00,48421858,4,OpenCV 5 Is Here: The Biggest Leap in Years for Computer Vision,218,36
2026-06-09T10:46:28.050967+00:00,48450142,5,Apple reveals new AI architecture built around Google Gemini models,607,461
2026-06-09T10:46:28.050967+00:00,48437743,6,Thi.ng – open-source building blocks for computational design and art,51,7
2026-06-09T10:46:28.050967+00:00,48458636,7,Eagle Computer: The rise and fall of an early PC clone,10,1
2026-06-09T10:46:28.050967+00:00,48449084,8,Siri AI,592,545
2026-06-09T10:46:28.050967+00:00,48456245,9,Porting the ThinkPad X61 to Coreboot,79,26
2026-06-09T10:46:28.050967+00:00,48446428,10,xAI is looking more like a datacentre REIT than a frontier lab,575,449
2026-06-09T10:46:28.050967+00:00,48445554,11,Show HN: Performative-UI – A react component library of design tropes,986,184
2026-06-09T10:46:28.050967+00:00,48427526,12,The beauty and simplicity of the good old C-style void* in C++,9,11
2026-06-09T10:46:28.050967+00:00,48447111,13,Old'aVista – The most powerful guide to the old Internet,108,25
2026-06-09T10:46:28.050967+00:00,48447062,14,"EU-banned pesticides found in rice, tea and spices",429,205
2026-06-09T10:46:28.050967+00:00,48446639,15,MiMo-v2.5-Pro-UltraSpeed: 1T model with 1000 tokens per second,576,421
2026-06-09T10:46:28.050967+00:00,48449665,16,Apple Core AI Framework,307,79
2026-06-09T10:46:28.050967+00:00,48457181,17,Facebook is paying people overseas promoting Alberta separatism,160,60
2026-06-09T10:46:28.050967+00:00,48413655,18,Looking Forward to Postgres 19: Query Hints,166,27
2026-06-09T10:46:28.050967+00:00,48447806,19,"Show HN: Gitdot – A better GitHub. Open-source, written in Rust",265,242
2026-06-09T10:46:28.050967+00:00,48449187,21,Ask HN: What are tools you have made for yourself since the advent of AI?,311,511
2026-06-09T10:46:28.050967+00:00,48430821,22,Passing DBs through continuations,58,6
2026-06-09T10:46:28.050967+00:00,48448313,23,Ask HN: Why hasn't there been a real competitor to Ticketmaster yet?,180,145
2026-06-09T10:46:28.050967+00:00,48451723,24,FrontierCode,202,35
2026-06-09T10:46:28.050967+00:00,48450065,25,Why are cells small?,153,68
2026-06-09T10:46:28.050967+00:00,48450646,26,Surveillance is not safety: A statement on the UK's latest threat to privacy [pdf],582,223
2026-06-09T10:46:28.050967+00:00,48433356,27,H2JVM – A Haskell Library for Writing JVM Bytecode,7,0
2026-06-09T10:46:28.050967+00:00,48438595,28,How much do amd64 microarchitecture levels help in Go?,60,37
2026-06-09T10:46:28.050967+00:00,48450694,29,"I'm building a parallel internet, and it's called The Thinnernet",89,86
2026-06-09T10:46:28.050967+00:00,48446893,30,AI is slowing down,569,603
2026-06-09T10:46:28.050967+00:00,48452000,31,Apple bets cheaper AI will woo small developers,69,29
2026-06-09T10:46:28.050967+00:00,48445171,32,Launch HN: Intuned (YC S22) – Build and run reliable browser automations as code,107,48
2026-06-09T10:46:28.050967+00:00,48444228,33,"Anti-social: It's fads, not friends, which now dominate social media feeds",646,432
2026-06-09T10:46:28.050967+00:00,48455928,34,Job: Head of Stonehenge,164,134
2026-06-09T10:46:28.050967+00:00,48402137,35,OCaml Onboarding: Introduction to the Dune build system,160,27
2026-06-09T10:46:28.050967+00:00,48456555,36,CRDTs merge concurrent edits. Why not concurrent creation?,18,2
2026-06-09T10:46:28.050967+00:00,48444442,37,Are you expected to run five Python type-checkers now?,154,175
2026-06-09T10:46:28.050967+00:00,48452317,38,Confidential submission of draft S-1 to the SEC,340,284
2026-06-09T10:46:28.050967+00:00,48453275,39,Let's Encrypt bans certificate usage in any US sanctioned territory [pdf],59,32
